School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
BOCES No District Name,ORANGE ULSTER BOCES EMANUEL AXELROD EDUCATION CENTER (LEAD ONLY),Orange,BOCES School,160,No,0,0,0,160,Yes,10/26/2016,155,5,Yes,Yes,11/07/2016,www.ouboces.org,449000000009,103 GIBSON ROAD,GOSHEN,NY,10924,10/30/2018,10/03/2018,"(41.422459, -74.241929)","103 GIBSON ROAD
GOSHEN, NY 10924
(41.38771777800008, -74.35503529899995)"
CANTON CENTRAL SCHOOL,F S BANFORD ELEM SCHOOL,Saint Lawrence,Public School,82,No,79,0,0,0,Yes,05/31/2016,82,0,Yes,Yes,09/26/2016,https://sites.google.com/a/cantoncentral.org/district/,510201060001,99 STATE ST,CANTON,NY,13617,10/17/2016,09/25/2018,"(44.689468, -75.242045)","99 STATE ST
CANTON, NY 13617
(44.605120302000046, -75.16765806599994)"
BAY SHORE UNION FREE SCHOOL,BROOK AVENUE ELEM SCHOOL,Suffolk,Public School,33,No,33,0,0,0,Yes,08/12/2016,33,0,Yes,Yes,09/21/2016,http://www.bayshoreschools.org/files/filesystem/Lead%20in%20Water%20Sampling%20Test%20Results%20Web.pdf,580501030001,45 BROOK AVE,BAY SHORE,NY,11706,10/03/2018,10/03/2018,"(40.820237, -73.119032)","45 BROOK AVE
BAY SHORE, NY 11706
(40.73291418300005, -73.24625876799996)"
ELBA CENTRAL SCHOOL,ELBA ELEMENTARY SCHOOL,Genesee,Public School,76,No,0,0,0,76,Yes,10/15/2016,72,4,Yes,Yes,06/01/2017,http://www.elbacsd.org/,180901040001,57 S MAIN ST,ELBA,NY,14058,09/26/2018,09/26/2018,"(43.000121, -78.172679)","57 S MAIN ST
ELBA, NY 14058
(43.07331640800004, -78.18789931299995)"
CLARKSTOWN CENTRAL SCHOOL,WEST NYACK SCHOOL,Rockland,Public School,80,No,0,75,75,5,Yes,09/30/2016,73,7,Yes,Yes,10/20/2016,ccsd.edu,500101060010,661 WEST NYACK RD,WEST NYACK,NY,10994,05/24/2017,11/10/2016,"(41.127287, -74.017033)","661 WEST NYACK RD
WEST NYACK, NY 10994
(41.09413713500004, -73.97497658199995)"
CENTRAL ISLIP U F S,RALPH REED SCHOOL,Suffolk,Public School,45,No,32,0,0,13,Yes,08/29/2018,45,0,Yes,Yes,09/05/2018,www.centralislip.k12.ny.us,580513030008,200 HALF MILE RD,CENTRAL ISLIP,NY,11722,10/11/2018,10/11/2018,"(40.820237, -73.119032)","200 HALF MILE RD
CENTRAL ISLIP, NY 11722
(40.80015188100003, -73.19208181099998)"
BOCES No District Name,ROCKLAND BOCES MAIN CAMPUS - BUILDING 6 (LEAD ONLY),Rockland,BOCES School,12,No,2,0,0,10,Yes,09/27/2016,12,0,Yes,Yes,10/21/2016,https://www.rocklandboces.org/public-notification-of-lead-in-water-testing-resultsremediation-plans-for-rockland-boces/,509000000006,65 PARROTT ROAD,WEST NYACK,NY,10994,10/09/2018,10/09/2018,"(41.127287, -74.017033)","65 PARROTT ROAD
WEST NYACK, NY 10994
(41.12163055800005, -73.98049827299997)"
BOCES No District Name,BOCES DEL CHEN MAD OTSEGO,Delaware,BOCES School,114,No,0,0,0,114,Yes,10/12/2016,114,0,No,Yes,12/15/2016,http://www.dcmoboces.com/ComplianceandHistoricaldocuments.aspx,129000000000,6678 COUNTY RD 32,NORWICH,NY,13815,10/12/2018,12/16/2016,"(42.242972, -74.997944)","6678 COUNTY RD 32
NORWICH, NY 13815
(42.58461643800007, -75.52161597799994)"
EAST ISLIP UNION FREE SCHOOL,JOHN F KENNEDY ELEM SCHOOL,Suffolk,Public School,337,No,32,0,0,5,Yes,10/18/2016,37,0,Yes,Yes,06/01/2017,www.eischools.org,580503030003,94 WOODLAND DR,EAST ISLIP,NY,11730,10/12/2018,10/12/2018,"(40.820237, -73.119032)","94 WOODLAND DR
EAST ISLIP, NY 11730
(40.72384688600005, -73.18631562199994)"
BOCES No District Name,EASTERN SUFFOLK BOCES BROOKHAVEN LEARNING CENTER EAST (LEAD ONLY),Suffolk,BOCES School,57,No,9,0,0,48,Yes,01/10/2018,57,0,Yes,Yes,01/10/2018,https://www.esboces.org/domain/345,581000000059,353 MARTHA AVE,BELLPORT,NY,11713,09/27/2018,09/27/2018,"(40.820237, -73.119032)","353 MARTHA AVE
BELLPORT, NY 11713
(40.78607649800006, -72.95138214199994)"
BUFFALO CITY SCHOOLS,PS 76 HERMAN BADILLO BILINGUAL ACADEMY,Erie,Public School,85,No,0,0,0,85,Yes,09/22/2016,85,0,Yes,Yes,09/26/2016,www.buffaloschools.org,140600010076,300 S ELMWOOD AVE,BUFFALO,NY,14201,02/06/2017,01/20/2017,"(42.888143, -78.795544)","300 S ELMWOOD AVE
BUFFALO, NY 14201
(42.89362767700004, -78.87751444099996)"
BREWSTER CENTRAL SCHOOL,HENRY H WELLS MIDDLE SCHOOL,Putnam,Public School,126,No,3,0,0,126,Yes,10/17/2016,126,0,No,Yes,10/17/2016,brewsterschools.org/departments/facilities,480601060005,570 RT 312,BREWSTER,NY,10509,10/25/2016,10/28/2016,"(41.41131, -73.717443)","570 RT 312
BREWSTER, NY 10509
(41.43420863400007, -73.60343126999999)"
BOCES No District Name,EASTERN SUFFOLK BOCES HB WARD CAMPUS BLDG 5 (LEAD ONLY),Suffolk,BOCES School,14,No,2,0,0,11,Yes,03/30/2017,14,0,Yes,Yes,03/30/2017,https://www.esboces.org/domain/345,581000000014,970 NORTH GRIFFING AVE,RIVERHEAD,NY,11901,10/26/2018,10/26/2018,"(40.820237, -73.119032)","970 NORTH GRIFFING AVE
RIVERHEAD, NY 11901
(40.92754335500007, -72.67315514699999)"
BOCES No District Name,GREATER SOUTHERN TIER BOCES LABOR RELATIONS CENTER 10 (LEAD ONLY),Schuyler,BOCES School,3,No,3,0,0,0,Yes,04/18/2016,3,0,Yes,Yes,04/22/2016,www.gstboces.org,559000001019,459 PHILO ROAD BUILDING 10,ELMIRA,NY,14903,08/16/2017,08/17/2017,"(42.38593, -76.872032)","459 PHILO ROAD BUILDING 10
ELMIRA, NY 14903
(42.14863870200003, -76.83491748599994)"
ELDRED CENTRAL SCHOOL,ELDRED JS HS,Sullivan,Public School,59,No,7,0,0,59,Yes,11/14/2016,32,27,Yes,Yes,11/15/2016,www.eldred.k12.ny.us,590801040001,600 RT 55,ELDRED,NY,12732,09/25/2018,11/21/2016,"(41.705166, -74.711705)","600 RT 55
ELDRED, NY 12732
(41.53006112200006, -74.88131461999996)"
CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,CHAUTAUQUA LAKE HS,Chautauqua,Public School,124,No,0,0,0,124,Yes,10/02/2017,124,0,Yes,Yes,10/18/2017,http://www.clake.org,060503040001,100 N ERIE ST.,MAYVILLE,NY,14757,09/28/2018,09/28/2018,"(42.246904, -79.315313)","100 N ERIE ST.
MAYVILLE, NY 14757
(42.260211911000056, -79.51320689899995)"
CANAJOHARIE CENTRAL SCHOOL,EAST HILL SCHOOL,Montgomery,Public School,80,No,0,0,0,80,Yes,01/05/2018,80,0,Yes,Yes,01/15/2018,www.canajoharieschools.org,270301040004,25 SCHOOL DISTRICT RD,CANAJOHARIE,NY,13317,10/09/2018,10/09/2018,"(42.933637, -74.341972)","25 SCHOOL DISTRICT RD
CANAJOHARIE, NY 13317
(42.89887277200006, -74.56320090099996)"
BOCES No District Name,WESTCHESTER BOCES RYE LAKE BUILDING D (LEAD ONLY),Westchester,BOCES School,0,No,0,0,0,0,Yes,04/16/2016,0,0,Yes,Yes,04/20/2016,http://www.swboces.org/operations_and_maintenance,669000002020,1606 OLD ORCHARD STREET,WHITE PLAINS,NY,10604,10/10/2018,10/10/2018,"(41.039278, -73.805386)","1606 OLD ORCHARD STREET
WHITE PLAINS, NY 10604
(41.08081694500004, -73.75161007499997)"
BOCES No District Name,NASSAU BOCES,Nassau,BOCES School,791,No,27,0,0,380,Yes,09/24/2016,27,4,Yes,No,,www.nassauboces.org,289000000000,71 CLINTON RD,GARDEN CITY,NY,11530,11/09/2016,11/09/2016,"(40.715749, -73.601185)","71 CLINTON RD
GARDEN CITY, NY 11530
(40.72920778900004, -73.62011332899993)"
BOCES No District Name,WESTERN SUFFOLK BOCES AEROSPACE EDUCATION CENTER (LEAD ONLY),Suffolk,BOCES School,2,No,2,0,0,0,Yes,12/16/2016,2,0,Yes,Yes,06/12/2017,http://www.wsboces.org/update-water-testing/,589300000052,7200 REPUBLIC AIRPORT,FARMINGDALE,NY,11735,10/12/2018,10/11/2018,"(40.820237, -73.119032)","7200 REPUBLIC AIRPORT
FARMINGDALE, NY 11735
(40.72836151200005, -73.42082269199994)"
CLARENCE CENTRAL SCHOOL,CLARENCE SHS,Erie,Public School,189,No,0,0,0,0,Yes,10/18/2016,167,22,Yes,Yes,12/29/2016,www.clarenceschools.org,140801060006,9625 MAIN ST.,CLARENCE,NY,14031,12/05/2016,12/30/2016,"(42.888143, -78.795544)","9625 MAIN ST.
CLARENCE, NY 14031
(42.972890936000056, -78.63271173299995)"
BOCES No District Name,NASSAU BOCES IRIS WOLFSON HS GREENVALE CRT (LEAD ONLY),Nassau,BOCES School,15,No,13,0,0,2,Yes,10/12/2016,15,0,Yes,Yes,01/23/2018,www.nassauboces.org,289000000105,21 CHESTNUT STREET,GREENVALE,NY,11548,10/11/2018,10/11/2018,"(40.715749, -73.601185)","21 CHESTNUT STREET
GREENVALE, NY 11548
(40.81086918400007, -73.62771246799997)"
AMSTERDAM CITY SCHOOLS,WILBUR H LYNCH LITERACY ACADEMY,Montgomery,Public School,66,No,14,0,0,52,Yes,09/24/2016,66,0,Yes,Yes,10/13/2016,www.gasd.org,270100010009,55 Brandt Pl,AMSTERDAM,NY,12010,11/07/2016,11/07/2016,"(42.933637, -74.341972)","55 Brandt Pl
AMSTERDAM, NY 12010
(42.94665819000005, -74.19725980499999)"
CONNETQUOT CENT SCH OF ISLIP,HELEN B DUFFIELD ELEMENTARY & ANNEX,Suffolk,Public School,40,No,38,0,0,2,Yes,05/04/2017,40,0,Yes,Yes,08/28/2017,http://www.ccsdli.org/departments/plant_and_facilities,580507060002,FIRST ST,RONKONKOMA,NY,11779,10/19/2018,10/12/2018,"(40.820237, -73.119032)","FIRST ST
RONKONKOMA, NY 11779
(40.80188772500003, -73.13110368199995)"
BALDWIN UNION FREE SCHOOL,LENOX ELEMENTARY SCHOOL,Nassau,Public School,44,No,8,0,0,36,Yes,12/29/2016,41,3,Yes,Yes,12/29/2016,http://www.baldwinschools.org/,280210030004,551 LENOX RD,BALDWIN,NY,11510,09/26/2018,09/26/2018,"(40.715749, -73.601185)","551 LENOX RD
BALDWIN, NY 11510
(40.67682139500005, -73.61916475499999)"
BELLMORE UNION FREE SCHOOL,REINHARD EARLY CHLDHD CTR,Nassau,Public School,114,No,28,0,0,86,Yes,11/25/2016,114,0,Yes,Yes,12/05/2017,www.bellmoreschools.org,280207020004,2750 ST. ST. MARKS AVE,BELLMORE,NY,11710,10/22/2018,10/22/2018,"(40.715749, -73.601185)","2750 ST. ST. MARKS AVE
BELLMORE, NY 11710
(40.65520483600005, -73.52556174399996)"
BOCES No District Name,OSWEGO BOCES,Oswego,BOCES School,187,No,187,0,0,0,Yes,07/01/2016,36,7,Yes,Yes,07/19/2016,www.citiboces.org,469000000000,179 CO RT 64,MEXICO,NY,13114,11/07/2016,02/05/2019,"(43.39123, -76.31133)","179 CO RT 64
MEXICO, NY 13114
(43.46014250500008, -76.25979973799997)"
CLARKSTOWN CENTRAL SCHOOL,WOODGLEN ELEM SCHOOL,Rockland,Public School,83,No,0,77,77,6,Yes,09/30/2016,65,18,Yes,Yes,10/26/2016,ccsd.edu,500101060015,121 PHILIPS HILL RD,NEW CITY,NY,10956,05/24/2017,11/10/2016,"(41.127287, -74.017033)","121 PHILIPS HILL RD
NEW CITY, NY 10956
(41.16456551400006, -74.00005133299999)"
BUFFALO CITY SCHOOLS,PS 89 LYDIA  T. WRIGHT SCHOOL,Erie,Public School,119,No,0,0,0,119,Yes,09/24/2016,116,3,Yes,Yes,11/03/2016,www.buffaloschools.org,140600010094,106 APPENHEIMER ST,BUFFALO,NY,14214,01/20/2017,01/20/2017,"(42.888143, -78.795544)","106 APPENHEIMER ST
BUFFALO, NY 14214
(42.92316831800008, -78.83634839199993)"
BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,JOHN F KENNEDY J H S,Suffolk,Public School,144,No,28,0,0,110,Yes,10/23/2018,144,0,Yes,Yes,10/25/2018,http://www.comsewogue.k12.ny.us/comsewogue-high-school,580203020004,200 JAYNE BLVD,PT JEFFERSON STA,NY,11776,11/02/2018,11/02/2018,"(40.820237, -73.119032)","200 JAYNE BLVD
PT JEFFERSON STA, NY 11776
(40.91648501700007, -73.04793751499994)"
BOCES No District Name,CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES SAW MILL (LEAD ONLY),Cattaraugus,BOCES School,,No,,,,,No,,,,No,No,,,049000000032,5536 COUNTY ROAD 48,BELMONT,NY,14813,,,"(42.224267, -78.606673)","5536 COUNTY ROAD 48
BELMONT, NY 14813
(42.24062413400003, -78.04061794599994)"
BUFFALO CITY SCHOOLS,PS 67 DISCOVERY SCHOOL,Erie,Public School,67,No,0,0,0,67,Yes,09/21/2016,67,0,Yes,Yes,10/27/2016,www.buffaloschools.org,140600010001,911 ABBOTT ROAD,BUFFALO,NY,14220,01/20/2017,01/20/2017,"(42.888143, -78.795544)","911 ABBOTT ROAD
BUFFALO, NY 14220
(42.83962982200006, -78.80807889199997)"
ARLINGTON CENTRAL SCHOOL DISTRICT,ARLINGTON HS,Dutchess,Public School,577,No,0,0,0,577,Yes,10/12/2016,322,255,Yes,Yes,11/28/2016,arlingtonschools.org,131601060008,1157 RT 55,LAGRANGEVILLE,NY,12540,12/02/2016,12/02/2016,"(41.686216, -73.840468)","1157 RT 55
LAGRANGEVILLE, NY 12540
(41.671210141000074, -73.79658193099993)"
CLEVELAND HILL UNION FREE SCHOOL,CLEVELAND HILL ES,Erie,Public School,168,No,0,0,0,168,Yes,11/02/2016,168,0,Yes,Yes,11/02/2016,www.clevehill.wnyric.org,140703020002,105 MAPLEVIEW RD,CHEEKTOWAGA,NY,14225,11/08/2016,11/08/2016,"(42.888143, -78.795544)","105 MAPLEVIEW RD
CHEEKTOWAGA, NY 14225
(42.94147444500004, -78.78286048099994)"
CLARKSTOWN CENTRAL SCHOOL,CLARKSTOWN NORTH S H S,Rockland,Public School,294,No,0,141,141,153,Yes,10/30/2016,267,27,Yes,Yes,11/10/2016,ccsd.edu,500101060011,151 CONGERS RD,NEW CITY,NY,10956,05/23/2017,11/10/2016,"(41.127287, -74.017033)","151 CONGERS RD
NEW CITY, NY 10956
(41.150773568000034, -73.97243280199996)"
BALDWIN UNION FREE SCHOOL,BALDWIN MIDDLE SCHOOL,Nassau,Public School,158,No,36,0,0,120,Yes,12/29/2016,135,23,Yes,Yes,12/29/2016,http://www.baldwinschools.org/,280210030012,3211 SCHREIBER PL,BALDWIN,NY,11510,10/19/2018,10/19/2018,"(40.715749, -73.601185)","3211 SCHREIBER PL
BALDWIN, NY 11510
(40.63049379800003, -73.60933424299998)"
BOCES No District Name,GREATER SOUTHERN TIER BOCES COOPERS 7 CULINARY ARTS/NURSING (LEAD ONLY),Schuyler,BOCES School,3,No,3,0,0,0,Yes,04/18/2016,3,0,Yes,Yes,04/22/2016,www.gstboces.org,559000000049,ROAD 2,PAINTED POST,NY,14870,08/16/2017,08/17/2017,"(42.38593, -76.872032)","ROAD 2
PAINTED POST, NY 14870
(42.15450000000004, -77.11633999999998)"
EDEN CENTRAL SCHOOL,GROVER L PRIESS PRIMARY SCHOOL,Erie,Public School,110,No,0,0,0,110,Yes,10/07/2016,97,13,Yes,Yes,11/10/2016,http://www.edencsd.org,141201060002,3000 SCHOOLVIEW ROAD,EDEN,NY,14057,10/11/2018,11/15/2016,"(42.888143, -78.795544)","3000 SCHOOLVIEW ROAD
EDEN, NY 14057
(42.65999946900007, -78.88513869299999)"
ALDEN CENTRAL SCHOOL,ALDEN MIDDLE SCHOOL,Erie,Public School,62,No,0,0,0,62,Yes,03/23/2017,62,0,Yes,Yes,03/23/2017,http://www.aldenschools.org/files/2109782/alden%20middle%20school-drinking%20water%20lead%20report.pdf,140101060005,13250 PARK STREET,ALDEN,NY,14004,09/26/2018,09/26/2018,"(42.888143, -78.795544)","13250 PARK STREET
ALDEN, NY 14004
(42.90298631600007, -78.49389424799995)"
BOCES No District Name,WSWHE BOCES SOUTH ADIRONDACK EDUCATIONAL CENTER BUILDING J (LEAD ONLY),Washington,BOCES School,0,No,0,0,0,0,No,,,,No,No,,www.wswheboces.org,649000000051,1051 DIX AVENUE,HUSDON FALLS,NY,12839,11/29/2018,,"(43.289513, -73.454761)","1051 DIX AVENUE
HUSDON FALLS, NY 12839
(43.31929929900008, -73.59206215299997)"
BEDFORD CENTRAL SCHOOL,POUND RIDGE ELEM SCHOOL,Westchester,Public School,84,No,0,0,0,74,Yes,11/04/2016,77,7,Yes,Yes,10/28/2016,bcsdny.org,660102060004,7 POUND RIDGE RD,POUND RIDGE,NY,10576,01/03/2019,09/26/2018,"(41.039278, -73.805386)","7 POUND RIDGE RD
POUND RIDGE, NY 10576
(41.20800810000003, -73.57648422999995)"
CARMEL CENTRAL SCHOOL,MATTHEW PATERSON ELEM SCHOOL,Putnam,Public School,129,No,0,0,0,129,Yes,09/17/2016,124,5,Yes,Yes,01/14/2017,www.carmelschools.org,480102060003,100 SOUTH ST,PATTERSON,NY,12563,10/25/2016,10/09/2018,"(41.41131, -73.717443)","100 SOUTH ST
PATTERSON, NY 12563
(41.50849177400005, -73.60582839199998)"
AVERILL PARK CENTRAL SCHOOL,WEST SAND LAKE ES,Rensselaer,Public School,100,No,0,0,0,100,Yes,01/27/2017,98,2,Yes,Yes,02/10/2017,www.averillpark.k12.ny.us,491302060005,24 MEELER RD,WEST SAND LAKE,NY,12196,09/19/2018,11/05/2018,"(42.70098, -73.628669)","24 MEELER RD
WEST SAND LAKE, NY 12196
(42.642074508000064, -73.60943964499995)"
BUFFALO CITY SCHOOLS,PS 95 WATERFRONT ELEMENTARY SCHOOL,Erie,Public School,207,No,0,0,0,207,Yes,09/17/2016,196,11,Yes,Yes,10/04/2016,www.buffaloschools.org,140600010119,95 FOURTH ST,BUFFALO,NY,14202,01/20/2017,01/20/2017,"(42.888143, -78.795544)","95 FOURTH ST
BUFFALO, NY 14202
(42.88721607100007, -78.88611855299996)"
BOCES No District Name,PUTNAM NORTHERN WESTCHESTER BOCES FM BUILDING 2 (LEAD ONLY),Putnam,BOCES School,,No,,,,,No,,,,No,No,,,489000000022,845 FOX MEADOW ROAD,YORKTOWN HEIGHTS,NY,10598,,,"(41.41131, -73.717443)","845 FOX MEADOW ROAD
YORKTOWN HEIGHTS, NY 10598
(41.29762124900003, -73.81145830999998)"
BOCES No District Name,ORLEANS NIAGARA BOCES NIAGARA ACADEMY FAMIL EH BLDG (LEAD ONLY),Orleans,BOCES School,53,No,0,0,0,53,Yes,10/28/2016,49,4,Yes,Yes,12/21/2016,www.onboces.org,459000000009,3181 SAUNDERS SETTLEMENT,SANBORN,NY,14132,11/22/2017,11/22/2017,"(43.248394, -78.218438)","3181 SAUNDERS SETTLEMENT
SANBORN, NY 14132
(43.14319149000005, -78.86727093899998)"
BOCES No District Name,PUTNAM-NORTHERN WESTCHESTER BOCES - Pines Bridge School,Putnam,BOCES School,,No,,,,,No,,,,No,No,,,489000000004,Pines Bridge School,Yorktown Heights,NY,10598,,,"(41.41131, -73.717443)","Pines Bridge School
Yorktown Heights, NY 10598
(41.300580000000025, -73.78611999999998)"
COMMACK UNION FREE SCHOOL,NORTH RIDGE SCHOOL,Suffolk,Public School,104,No,49,0,0,43,Yes,10/06/2016,104,0,Yes,Yes,12/06/2016,http://www.commackschools.org/default.aspx,580410030008,TOWNLINE RD,COMMACK,NY,11725,10/19/2018,10/19/2018,"(40.820237, -73.119032)","TOWNLINE RD
COMMACK, NY 11725
(40.856787058000066, -73.29088228999996)"
AUBURN CITY SCHOOLS,HERMAN AVENUE ES,Cayuga,Public School,70,No,70,0,0,0,Yes,07/08/2016,68,2,Yes,Yes,07/08/2016,district.auburn.cnyric.org,050100010005,2 NORTH HERMAN AVE,AUBURN,NY,13021,10/26/2016,10/26/2016,"(42.940095, -76.560755)","2 NORTH HERMAN AVE
AUBURN, NY 13021
(42.935165392000044, -76.54406102699994)"
EAST ROCKAWAY U F S,EAST ROCKAWAY J S H S,Nassau,Public School,143,No,94,0,0,0,Yes,04/28/2016,94,49,Yes,Yes,11/08/2016,http://eastrockawayschools.org/,280219030002,443 OCEAN AVE,EAST ROCKAWAY,NY,11518,11/09/2016,11/09/2016,"(40.715749, -73.601185)","443 OCEAN AVE
EAST ROCKAWAY, NY 11518
(40.64602015100007, -73.65854517799994)"
CHURCHVILLE CHILI CENTRAL SCHOOL,CHESTNUT RIDGE ELEM SCHOOL,Monroe,Public School,109,No,40,0,0,69,Yes,09/24/2016,109,0,No,Yes,02/08/2018,http://www.cccsd.org/Departments.cfm?subpage=22082,261501060002,3560 CHILI AVE,ROCHESTER,NY,14624,11/07/2016,08/10/2018,"(43.161748, -77.620143)","3560 CHILI AVE
ROCHESTER, NY 14624
(43.093204882000066, -77.78004857399998)"
BOCES No District Name,WSWHE BOCES WASHINGTON STREET SCHOOL (LEAD ONLY),Washington,BOCES School,20,No,10,0,0,20,Yes,10/08/2016,,,No,No,,www.wswheboces.org,649000000078,12 WASHINGTON STREET,FORT EDWARD,NY,12828,11/29/2018,,"(43.289513, -73.454761)","12 WASHINGTON STREET
FORT EDWARD, NY 12828
(43.27030328600006, -73.58636378299997)"
ARKPORT CENTRAL SCHOOL,ARKPORT ELEM SCHOOL,Steuben,Public School,84,No,8,0,0,84,Yes,10/18/2016,84,0,Yes,Yes,12/29/2016,www.arkportcsd.org,571901040003,35 EAST AVE,ARKPORT,NY,14807,11/10/2016,01/03/2017,"(42.270053, -77.324618)","35 EAST AVE
ARKPORT, NY 14807
(42.39450650400005, -77.69025899999997)"
BAY SHORE UNION FREE SCHOOL,MARY G CLARKSON SCHOOL,Suffolk,Public School,39,No,38,0,0,1,Yes,09/30/2016,39,0,Yes,Yes,10/04/2016,http://www.bayshoreschools.org/files/filesystem/Lead%20in%20Water%20Sampling%20Test%20Results%20Web.pdf,580501030003,1415 E THIRD AVE,BAY SHORE,NY,11706,10/03/2018,10/03/2018,"(40.820237, -73.119032)","1415 E THIRD AVE
BAY SHORE, NY 11706
(40.744293097000025, -73.25846559599995)"
COMMACK UNION FREE SCHOOL,BURR INTERMEDIATE SCHOOL,Suffolk,Public School,183,No,49,0,0,114,Yes,10/07/2016,183,0,Yes,Yes,12/06/2016,http://www.commackschools.org/default.aspx,580410030020,BURR RD,COMMACK,NY,11725,10/19/2018,10/19/2018,"(40.820237, -73.119032)","BURR RD
COMMACK, NY 11725
(40.85055814100008, -73.30371966899997)"
BEEKMANTOWN CENTRAL SCHOOL,BEEKMANTOWN ELEM SCHOOL,Clinton,Public School,98,No,0,0,0,98,Yes,09/21/2016,98,0,No,Yes,10/19/2016,www.bcsdk12.org,090301060001,37 EAGLE WAY,WEST CHAZY,NY,12992,11/09/2016,10/12/2018,"(44.731944, -73.548883)","37 EAGLE WAY
WEST CHAZY, NY 12992
(44.773676530000046, -73.49088406499999)"
CARMEL CENTRAL SCHOOL,KENT ELEMENTARY SCHOOL,Putnam,Public School,104,No,0,0,0,104,Yes,09/17/2016,102,2,Yes,Yes,01/14/2017,www.carmelschools.org,480102060002,1091 ROUTE 52,CARMEL,NY,10512,10/25/2016,10/09/2018,"(41.41131, -73.717443)","1091 ROUTE 52
CARMEL, NY 10512
(41.491831697000066, -73.68008687199995)"
BELLMORE UNION FREE SCHOOL,WINTHROP AVENUE SCHOOL,Nassau,Public School,141,No,20,0,0,121,Yes,09/26/2018,141,0,Yes,Yes,12/05/2017,www.bellmoreschools.org,280207020003,580 WINTHROP AVE,BELLMORE,NY,11710,10/22/2018,10/22/2018,"(40.715749, -73.601185)","580 WINTHROP AVE
BELLMORE, NY 11710
(40.66496771300007, -73.52486214399994)"
BALDWINSVILLE CENTRAL SCHOOL,ELDEN ELEM SCHOOL,Onondaga,Public School,51,No,0,0,0,51,Yes,09/13/2017,44,7,Yes,Yes,09/13/2017,https://www.bville.org/teacherpage.cfm?teacher=953,420901060002,29 EAST ONEIDA ST,BALDWINSVILLE,NY,13027,09/27/2018,09/27/2018,"(43.065629, -76.168033)","29 EAST ONEIDA ST
BALDWINSVILLE, NY 13027
(43.16249049800007, -76.32945343599994)"
BUFFALO CITY SCHOOLS,PS 33 BILINGUAL CENTER,Erie,Public School,78,No,0,0,0,78,Yes,09/08/2016,77,1,Yes,Yes,10/28/2016,www.buffaloschools.org,140600010033,157 ELK ST,BUFFALO,NY,14210,01/20/2017,01/20/2017,"(42.888143, -78.795544)","157 ELK ST
BUFFALO, NY 14210
(42.86887470700003, -78.84841285099998)"
CORNING PAINTED POST AREA SCHOOL DISTRICT,HUGH W GREGG ELEM SCHOOL,Steuben,Public School,50,No,0,0,0,50,Yes,10/12/2016,50,0,Yes,Yes,02/28/2017,www.corningareaschools.com,571000010008,FLINT AVE,CORNING,NY,14830,11/03/2016,03/02/2017,"(42.270053, -77.324618)","FLINT AVE
CORNING, NY 14830
(42.15442752900003, -77.06413219199999)"
BOCES No District Name,ERIE 2 BOCES LOGUDICE EDUCATIONAL CENTER B BLDG (LEAD ONLY),Erie,BOCES School,16,No,0,0,0,16,Yes,10/22/2016,16,0,Yes,Yes,12/09/2016,http://www.e2ccb.org/resources.cfm?subpage=1991408,149200000014,9520 FREDONIA STOCKTON ROAD,FREDONIA,NY,14063,05/18/2017,05/18/2017,"(42.888143, -78.795544)","9520 FREDONIA STOCKTON ROAD
FREDONIA, NY 14063
(42.414897531000065, -79.31267412999995)"
CATO MERIDIAN CENTRAL SCHOOL DISTRICT,CATO MERIDIAN ES,Cayuga,Public School,65,No,27,0,0,38,Yes,09/29/2016,65,0,No,Yes,04/04/2017,www.catomeridian.org,050401040001,2851 NYS RTE 370 E,CATO,NY,13033,11/07/2016,10/18/2018,"(42.940095, -76.560755)","2851 NYS RTE 370 E
CATO, NY 13033
(43.17374883100007, -76.55221104499998)"
ALBANY CITY SCHOOL DISTRICT,GIFFEN MEMORIAL SCHOOL,Albany,Public School,146,No,0,0,0,146,Yes,09/26/2016,123,23,Yes,Yes,11/10/2016,http://www.albanyschools.com/,010100010029,274 S PEARL ST,ALBANY,NY,12202,11/16/2016,11/16/2016,"(42.678066, -73.814233)","274 S PEARL ST
ALBANY, NY 12202
(42.641648874000055, -73.75686329799998)"
BOCES No District Name,ERIE 2 BOCES LOGUIDICE EDUCATIONAL CENTER E BLDG (LEAD ONLY),Erie,BOCES School,48,No,0,0,0,48,Yes,06/15/2017,33,15,Yes,Yes,06/29/2017,http://www.e2ccb.org/resources.cfm?subpage=1991408,149200000017,9520 FREDONIA STOCKTON ROAD,FREDONIA,NY,14063,09/25/2018,09/25/2018,"(42.888143, -78.795544)","9520 FREDONIA STOCKTON ROAD
FREDONIA, NY 14063
(42.414897531000065, -79.31267412999995)"
